,index,property_name,Property_type,property_type,society,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,description,floor_Num,total_floors,area,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Environment,Safety,Lifestyle,Connectivity,Green_area,Management,Construction,Amenities
307,307,3 BHK Flat in Sector 61 Gurgaon,flat,3 BHK,smart world orchard,2.2,14202.0,Carpet area: 1549 (143.91 sq.m.),3,3,2,"Block A 4th Floor, Smart World Orchard, Gurgaon Sector-61, Sector 61 Gurgaon, Gurgaon, Haryana",4th   of 4 Floors,North,undefined,"Welcome to your dream home at smart world orchard, sector 61, gurgaon! This luxurious 3 bhk apartment is the epitome of modern living. With a north-Facing orientation, this top-Level flat spans over a spacious 1549 sq. Ft. Carpet area, featuring 3 bedrooms, 3 bathrooms, and 2 balconies.Smart world orchard is a prestigious residential project located in sector 61, gurgaon. It is renowned as one of the most prominent projects for flats in the area, offering a luxurious and modern living experience. Here's everything you need to know about smart world orchard:Location: Smart world orchard is situated in sector 61, gurgaon, a prime locality known for its excellent connectivity, proximity to essential amenities, and thriving infrastructure. It enjoys easy access to major roads, highways, commercial centers, educational institutions, healthcare facilities, and entertainment hubs.Project type: Smart world orchard is a residential project comprising high-Quality apartments designed to provide residents with a comfortable and luxurious lifestyle.Apartment configuration: The project offers 3 bhk apartments, ideal for families and individuals seeking spacious and well-Designed living spaces. These apartments are thoughtfully crafted to ensure maximum functionality and aesthetic appeal.Area and layout: The apartments at smart world orchard offer a generous carpet area of over 1549 sq. Ft., providing ample room for comfortable living. The layout includes 3 bedrooms, 3 bathrooms, and 2 balconies, allowing residents to enjoy privacy and outdoor views.Construction status: Currently, the residential project is under construction, indicating that it is in the process of being built to meet theCurrently under construction, this residential masterpiece will be ready for possession within 3 months, allowing you to settle into your new home soon. The well-Crafted vitrified flooring adds a touch of elegance to the overall aesthetic appeal.Prepare to be pampered by an array of modern amenities that make life easier and more enjoyable. Take a refreshing dip in the swimming pool, indulge in relaxation at the water softening plant, or socialize at the club house/community center. Maintain a healthy lifestyle with the fitness center/gym, while the lift(s) provide convenience and ease of access. The maintenance staff ensures the upkeep of the premises, while the park and visitor parking cater to your outdoor needs. With a shopping center and security personnel, every aspect of your comfort and safety is well taken care of.Water needs are effortlessly met through access to municipal corporation supply. The apartment is strategically positioned on the 4th floor, offering breathtaking views of the surroundings and boasting a 24-Meter facing road.In addition to its remarkable features, this apartment also boasts a private terrace, perfect for unwinding and soaking in the serene ambiance. It provides a personal workspace, a kids playroom, and a world-Class clubhouse for your entertainment and convenience.Enjoy a plethora of facilities including a ground-Level pool, salon, spa, gym, and indoor play area on the lower ground floor. On the first level, you'll find a senior citizen lounge, library, and mini theatre, while the second level offers a dedicated kids play area. Ascend to the terrace level and discover a bar & cafe and a yoga room, perfect for relaxation and indulgence.The interior of the apartment showcases the utmost sophistication and craftsmanship. The drawing/dining area, bedrooms, kitchen, and toilets exude elegance and functionality. The vitrified tiles, plastic paint, dado up to 2' above the counter, and premium quality cp & sanitary fixtures further enhance the overall appeal.Smart world offers a host of additional amenities, making it a truly exceptional place to live. From a smart app for shared facility use to an amphitheater, tree-Shaded walkways to a multipurpose court, and gazebo seating to sports facilities, you'll find everything you need for a fulfilling lifestyle. The smart public area lighting and water treatment system ensure a comfortable and sustainable environment.With smart world, security is never compromised. The round-The-Clock security system provides peace of mind, while the dedicated maintenance team takes care of all your needs. Kids have their haven with dedicated play areas, and jogging tracks cater to fitness enthusiasts. The smart visitor monitoring system and parking monitoring system offer convenience and safety, ensuring a hassle-Free experience. Additional conveniences include a pharmacy and a dedicated kids activity & senior citizen zone.Come experience the different strokes of luxury and comfort at smart world orchard, where every detail is meticulously crafted to exceed your expectations. Embrace the new age of living with state-Of-The-Art security systems, indulgent amenities, and a dedicated maintenance team to cater to your every need. Your dream home awaits!",4.0,4.0,1549.0,,1549.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,,,,,,,,
308,308,3 BHK Flat in Sector 102 Gurgaon,flat,3 BHK,emaar gurgaon greens,1.35,8181.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,"Sector 102 Gurgaon, Gurgaon, Haryana",5th   of 14 Floors,North-West,Relatively New,"Gurgaon greens is a spectacular property placed in sector 102 and of emmar which is a well known and renowned real estate company in the world. Well connected with dwarka expressway, new delhi and new gurugram.
 
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",5.0,14.0,1650.0,1650.0,1022.58,,0,1,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,,,,4,5,5,4,5
309,309,3 BHK Flat in Sector-33 Sohna,flat,3 BHK,godrej nature plus,1.67,10500.0,Carpet area: 1671 (155.24 sq.m.),3,2,2,"C 1903, Sector-33 Sohna, Gurgaon, Haryana",18th   of 18 Floors,,undefined,"This property is covering good arravali view from the balcony. The inbuilt facilities and amenities are luxurious provided by the builder at a maintenance charge of about rs. 75000 per annum. This is a construction linked plan unit.
This is a resale unit we being unlucky due to certain personal conditions. 
Possession to be provided by april 2026..
Urgent sale",18.0,18.0,1590.0,,1671.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,,,,,,,,
310,310,2 BHK Flat in Sector 103 Gurgaon,flat,2 BHK,landmark the residency,0.9,6666.0,Super Built up area 1350(125.42 sq.m.),2,2,2,"Sector 103 Gurgaon, Gurgaon, Haryana",1st   of 14 Floors,South-West,Relatively New,"We are the proud owners of this 2 bhk apartment available in , dwarka expressway gurgaon, gurgaon. This it is a and the unit is located on 1st floor and has a super built-Up area of 1350 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The unit is located in a co-Operative society.
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.",1.0,14.0,1350.0,1350.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44,4,4,4,4,,,,
311,311,4 BHK Flat in Sector 113 Gurgaon,flat,4 BHK,m3m capital,2.37,11500.0,Built Up area: 2060 (191.38 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3+,"Sector 113, Sector 113 Gurgaon , Gurgaon, Haryana",20th   of 23 Floors,East,Under Construction,"0km from delhi, 10 minutes distance from igi airport, m3m capital sector 113, dwarka expressway, multi-Storey apartment is available for sale. It is a good location property. Please contact for more details.",20.0,23.0,2061.0,,1600.0,2060.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,,,,,,,,
312,312,3 BHK Flat in Sector 102 Gurgaon,flat,3 BHK,emaar imperial gardens,1.98,9900.0,Carpet area: 2000 (185.81 sq.m.),3,3,3+,"Sector 102 Gurgaon, Gurgaon, Haryana",9th   of 14 Floors,North,Relatively New,"This is on dwarika express highway , the location of flat plc paid for best location facing pool and garden - 4 balconies .Vey well maintained .Acs , electricals , geyser , cupboards , modular kitchen. Gas pipeline . Beautiful serene place and views .
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",9.0,14.0,2000.0,,2000.0,,0,1,0,0,0,0,4,1,1,5,0,0,0,3,0,1,0,0,4,0,0,3,0,1,72,,,,3.5,5,4.5,4,5
313,313,4 BHK Flat in DLF Phase 2,flat,4 BHK,dlf belvedere towers,3.7,17619.0,Carpet area: 2100 (195.1 sq.m.),4,4,3,"DLF Phase 2, Gurgaon, Haryana",18th   of 19 Floors,North-West,Old Property,"Placed in the core of the city, near to delhi airport cyberhub . Lavish location with premium to moderate anemeties available.
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",18.0,19.0,2100.0,,2100.0,,0,1,0,0,0,0,10,1,0,7,0,0,0,4,0,0,0,0,6,0,0,5,0,1,26,,,,4.5,5,4.5,4,5
314,314,4 BHK Flat in Sector 111 Gurgaon,flat,4 BHK,m3m crown,4.67,17000.0,Carpet area: 2750 (255.48 sq.m.),4,4,3+,"Sector 111 Gurgaon, Gurgaon, Haryana",8th   of 32 Floors,,undefined,"M3m crown is one of gurgaon's most sought after destination for apartments and this 4 bhk flat in sector 111 gurgaon is your opportunity to be a part of this community. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 2750 sq.Ft. The property is located on the 8th floor of a 32 floors tall building. As the property is currently under construction , you can expect to get the possession by 2025.",8.0,32.0,2747.0,,2750.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,,,,,,,,
315,315,2 BHK Flat in Sector 79 Gurgaon,flat,2 BHK,godrej,1.29,8206.0,Super Built up area 1572(146.04 sq.m.),2,2,3,"Sector 79 Gurgaon, Gurgaon, Haryana",4th   of 15 Floors,,New Property,"This is your chance to own a 2 bhk residential apartment in godrej 101, sector 79 gurgaon, gurgaon, haryana where luxury comes with affordability.
Basic details:
You will love this bright and spacious 2 bedroom apartment with 2 bathrooms, spacious hall and 3 balconies. The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ventilation that invites comfort. 
Furnishings and amenities:
This impeccable house is spread across an area of 1572 sq. Ft. There is plenty of room for the whole family to enjoy. The unit has spacious interiors. 
The property is a quality construction. 
Location:
The prime location provides residents with access to the very best that this city has to offer. The property is situated close to all the basic amenities. It is close to the main road making it highly accessible.
-Major banks and atms within proximity
-Schools within a close radius
-Easy access to public transportWait no more and schedule a tour today.
For more details, kindly contact the owner.",4.0,15.0,1572.0,1572.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,5,4.5,5,5
316,316,3 BHK Flat in Sector 48 Gurgaon,flat,3 BHK,central park resorts,3.65,15240.0,Super Built up area 1870(173.73 sq.m.)Built Up area: 1869 sq.ft. (173.64 sq.m.),3,3,3+,"Sohna Road, Sector 48 Gurgaon, Gurgaon, Haryana",9th   of 17 Floors,North-West,Relatively New,"Central park resorts high end luxury apartments unmatched views of 20 acres landscaped garden with water bodies with all modern amenities like gated complex, security, club, park & pool.
Central park resorts: A 50 acres project of high end luxury apartments unmatched views of 20 acres landscaped garden with water bodies. 
Master planned by the world\'s largest architectural firm- Hellmuth, obata & kassabaum (Hok) international limited, which has the distinction of master planning the dubai marina amongst other prestigious projects.
Located at sector-48, sohna road, gurgaon, close to nh-8, medicity, metro & city center. 
Specification: Italian marble flooring, laminated wooden flooring in bed rooms, wardrobes, modular kitchen with all appliances (Refrigerator, washing machine, chimney & hob, micro wave, dishwasher) vrv/vrf air conditioner, piped gas. 
Amenities: All weather temperature controlled swimming pools, one of the finest club house in the ncr region, covered car parking entry through a tunnel, 100% power backup, 3 tier security system with cctv, inter com facility, 20 acres central garden, 4.5 km jogging track.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.",9.0,17.0,2395.0,1870.0,,1869.0,0,0,0,0,1,0,14,1,1,5,0,0,0,3,0,1,0,0,5,0,1,4,0,1,157,,,,5,5,5,5,5
317,317,3 BHK Flat in Sector 56 Gurgaon,flat,3 BHK,sukhshanti apartment,1.7,7727.0,Built Up area: 2200 (204.39 sq.m.)Carpet area: 1610 sq.ft. (149.57 sq.m.),3,3,3,"402, Sector 56 Gurgaon, Gurgaon, Haryana",4th   of 8 Floors,South,Moderately Old,"Opposite dlf metro station
Best for office goers to cyber city
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",4.0,8.0,2200.0,,1610.0,2200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,4,5,5,,,,
318,318,3 BHK Flat in Sector 65 Gurgaon,flat,3 BHK,m3m golfestate,6.15,15998.0,Carpet area: 3844 (357.12 sq.m.),3,5,3+,"Duplex 3bhk, Sector 65 Gurgaon, Gurgaon, Haryana",1st   of 14 Floors,West,Relatively New,"3bhk flat/apartment for sale in m3m golf estate, sector 65 gurgaon, gurgaon, haryanaWelcome to your dream home! We are delighted to present this exquisite semi furnished 3bhk residential apartment situated in m3m golf estate, sector 65 gurgaon, gurgaon, haryana. This meticulously designed apartment offers a perfect blend of style, comfort, and convenience for modern living.Property features:
Size and layout: Sprawling across a carpet area of 3844 sqft, this 3bhk apartment provides ample space for a comfortable and spacious living experience.
 The thoughtfully planned layout encompasses a well-Defined living room,3 cozy bedrooms, a contemporary kitchen, 5 well-Appointed bathrooms, and 3 balconies with a servant room. The living room is designed to be the heart of the home, offering an inviting space for relaxation and entertainment.
Natural lighting and ventilation: Large windows throughout the apartment ensure an abundance of natural light, creating a bright and airy atmosphere. Proper ventilation enhances airflow, maintaining a fresh and pleasant living environment.
Prime location: This residential apartment is located in a highly sought-After neighborhood, known for its convenience and connectivity. Close proximity to schools, hospitals, shopping centers, and recreational facilities makes it an ideal choice for families. Well-Developed infrastructure and excellent transportation links provide easy access to major city destinations.
Additional amenities: Maintenance staff, water storage, park, visitor parking, security / fire alarm, feng shui / vaastu compliant, intercom facility, lift(s), water purifier, park, natural light, airy rooms, spacious interiors, waste disposal, rain water harvesting.Don't miss this opportunity to make this semi-Furnished 3bhk apartment your new home. Wait no more and schedule a tour today.
For more details, kindly contact the owner.
 Additional details :Piped gas facility is available in the property.
The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",1.0,14.0,3844.0,,3844.0,,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,2,49,,,,5,5,5,5,5
